epoch,train_loss,val_loss
0,0.03883049264550209,0.03907366469502449
1,0.062366556376218796,0.046219777315855026
2,0.06354621052742004,0.035654567182064056
3,0.060110222548246384,0.03518839552998543
4,0.047395505011081696,0.03455934301018715
5,0.051661569625139236,0.03477137163281441
6,0.03844665735960007,0.03320055454969406
7,0.04406989365816116,0.033172834664583206
8,0.04751663655042648,0.031688619405031204
9,0.044694166630506516,0.0313919372856617
10,0.04034522920846939,0.031338758766651154
11,0.03670085594058037,0.032223064452409744
12,0.038015592843294144,0.033070266246795654
13,0.03600317984819412,0.033097341656684875
14,0.03790256381034851,0.03210793063044548
15,0.035784028470516205,0.03136180341243744
16,0.03769185394048691,0.0314963199198246
17,0.03244098648428917,0.031374491751194
18,0.037014275789260864,0.03161708638072014
19,0.03014659881591797,0.0312587134540081
20,0.028386404737830162,0.03107309713959694
21,0.03754536062479019,0.030871108174324036
22,0.020991859957575798,0.030794555321335793
23,0.034465491771698,0.030890535563230515
24,0.029258951544761658,0.031251318752765656
25,0.03136736899614334,0.03140241652727127
26,0.03153511881828308,0.03142080828547478
27,0.030381139367818832,0.031281910836696625
28,0.029702479019761086,0.031231647357344627
29,0.025823701173067093,0.03119906224310398
30,0.023761523887515068,0.03111102059483528
31,0.02666805125772953,0.03116350807249546
32,0.023951243609189987,0.03141278773546219
