epoch,train_loss,val_loss
0,0.02679005265235901,0.023104455322027206
1,0.02025013230741024,0.016910862177610397
2,0.017272021621465683,0.016477441415190697
3,0.01491139829158783,0.01424160785973072
4,0.012751362286508083,0.014079474844038486
5,0.011660847812891006,0.012645076960325241
6,0.01049796398729086,0.013022340834140778
7,0.009061248041689396,0.012197721749544144
8,0.008320816792547703,0.01233300007879734
9,0.007301155012100935,0.01264475379139185
10,0.006639888044446707,0.01250146422535181
11,0.006677750498056412,0.01109317783266306
12,0.006121554411947727,0.01173262856900692
13,0.005130846984684467,0.012143157422542572
14,0.0054716067388653755,0.01318869087845087
15,0.005074475426226854,0.0116221709176898
16,0.004378708079457283,0.011831605806946754
17,0.004161552991718054,0.012117691338062286
18,0.003801975166425109,0.01183143351227045
19,0.003875170834362507,0.011712704785168171
20,0.003587045706808567,0.01188706699758768
21,0.0033973308745771646,0.011953436769545078
