epoch,train_loss,val_loss
0,0.027511298656463623,0.02603863924741745
1,0.022154049947857857,0.01844034716486931
2,0.0193726047873497,0.019937656819820404
3,0.016844069585204124,0.018454965204000473
4,0.015833327546715736,0.018198424950242043
5,0.014249376021325588,0.01587313786149025
6,0.013660255819559097,0.015375222079455853
7,0.01232847385108471,0.016161562874913216
8,0.011298906989395618,0.014907236211001873
9,0.010571644641458988,0.014717495068907738
10,0.00986330397427082,0.014749419875442982
11,0.009155475534498692,0.014509417116641998
12,0.0083537045866251,0.014563563279807568
13,0.008100947365164757,0.01543723326176405
14,0.007613236550241709,0.014365164563059807
15,0.0072618345730006695,0.015381853096187115
16,0.006874413229525089,0.015770701691508293
17,0.006562473718076944,0.014881636016070843
18,0.006185054779052734,0.01477679144591093
19,0.005655374377965927,0.01547844149172306
20,0.006025151815265417,0.015280390158295631
21,0.005180456209927797,0.01479208655655384
22,0.004950801841914654,0.015598294325172901
23,0.004730396904051304,0.015297929756343365
24,0.004588872194290161,0.015417800284922123
