epoch,train_loss,val_loss
0,0.043399304151535034,0.03080899640917778
1,0.0331929475069046,0.030486810952425003
2,0.030396807938814163,0.03027229942381382
3,0.030719686299562454,0.02791297622025013
4,0.02967541292309761,0.029764918610453606
5,0.0297800675034523,0.02862272970378399
6,0.028407806530594826,0.027199992910027504
7,0.027158206328749657,0.0266494732350111
8,0.025378979742527008,0.03039434924721718
9,0.023505687713623047,0.024630475789308548
10,0.02199370600283146,0.027439329773187637
11,0.02019084244966507,0.02969948947429657
12,0.020977355539798737,0.026966502889990807
13,0.019780917093157768,0.024600423872470856
14,0.017087649554014206,0.02761397883296013
15,0.018497321754693985,0.022169863805174828
16,0.015798266977071762,0.02407817542552948
17,0.015249954536557198,0.022858908399939537
18,0.014554820023477077,0.022085823118686676
19,0.012159138917922974,0.023904861882328987
20,0.011710098013281822,0.02373937889933586
21,0.011859126389026642,0.027469418942928314
22,0.0112941674888134,0.02161189541220665
23,0.010297474451363087,0.023125793784856796
24,0.00916367769241333,0.02014046162366867
25,0.008349715732038021,0.024939320981502533
26,0.008486662060022354,0.02200508862733841
27,0.00765529228374362,0.024241004139184952
28,0.006390320137143135,0.027244193479418755
29,0.007016015239059925,0.021442977711558342
30,0.006441654171794653,0.02265096642076969
31,0.005582134705036879,0.025609314441680908
32,0.006044895853847265,0.020738527178764343
33,0.00590518768876791,0.01945621892809868
34,0.0051151420921087265,0.023429030552506447
35,0.004996130242943764,0.02305437996983528
36,0.005271026864647865,0.020959388464689255
37,0.004598395898938179,0.020989349111914635
38,0.004066905472427607,0.02419826202094555
39,0.004216297529637814,0.021729160100221634
40,0.003972312435507774,0.02104106917977333
41,0.003675377694889903,0.019740276038646698
42,0.0034624941181391478,0.02109936997294426
43,0.003938812762498856,0.022588174790143967
