epoch,train_loss,val_loss
0,0.08061401546001434,0.0410526767373085
1,0.060732949525117874,0.03826632723212242
2,0.04165375977754593,0.03374246135354042
3,0.04999618977308273,0.03310006484389305
4,0.03547907620668411,0.03293687105178833
5,0.043034933507442474,0.0333159863948822
6,0.04396913945674896,0.033261995762586594
7,0.038727909326553345,0.03266084939241409
8,0.04055454209446907,0.0319153368473053
9,0.04554179683327675,0.03167339414358139
10,0.0400458499789238,0.03150288388133049
11,0.02570936642587185,0.031680990010499954
12,0.03614429756999016,0.031615644693374634
13,0.03313963860273361,0.03181912750005722
14,0.03275158256292343,0.03184953331947327
15,0.030572351068258286,0.03214731812477112
16,0.028757017105817795,0.03167828172445297
17,0.035131778568029404,0.03135061264038086
18,0.03028283454477787,0.03126096725463867
19,0.034298352897167206,0.03145547956228256
20,0.025510838255286217,0.031796082854270935
21,0.025843027979135513,0.03187953680753708
22,0.0336308479309082,0.03178388997912407
23,0.02902624011039734,0.03137432411313057
24,0.02913590893149376,0.03101658821105957
25,0.028831258416175842,0.031071528792381287
26,0.023613715544342995,0.03123580850660801
27,0.02359294518828392,0.03144131600856781
28,0.032146893441677094,0.03134951740503311
29,0.0294448584318161,0.031178658828139305
30,0.024732084944844246,0.03132283315062523
31,0.03099280595779419,0.03169514611363411
32,0.026043007150292397,0.03183423727750778
33,0.025907021015882492,0.031695812940597534
34,0.029960062354803085,0.0315336138010025
