epoch,train_loss,val_loss
0,0.025361215695738792,0.019886769354343414
1,0.018016282469034195,0.018463648855686188
2,0.014293215237557888,0.014785817824304104
3,0.01223686058074236,0.014603041112422943
4,0.01073452178388834,0.014577550813555717
5,0.009330264292657375,0.013811128214001656
6,0.00815583299845457,0.013675851747393608
7,0.007263579871505499,0.014573141001164913
8,0.006512440741062164,0.013560931198298931
9,0.0058763897977769375,0.012805726379156113
10,0.005697361659258604,0.01346554234623909
11,0.005236781667917967,0.013739985413849354
12,0.004906138405203819,0.013817843981087208
13,0.004334392491728067,0.013573747128248215
14,0.004389534238725901,0.013581863604485989
15,0.004218204878270626,0.01426653005182743
16,0.0042125750333070755,0.013323698192834854
17,0.00380958360619843,0.013299043290317059
18,0.003530549118295312,0.013038813136518002
19,0.003601729404181242,0.013517343439161777
0,0.0036236834712326527,0.014148795045912266
1,0.0031571981962770224,0.013172566890716553
2,0.003026108257472515,0.013678744435310364
3,0.0030213999561965466,0.014158050529658794
4,0.0030589064117521048,0.013316838070750237
5,0.002755523193627596,0.013225696049630642
6,0.0026826858520507812,0.01363395806401968
7,0.0028801262378692627,0.013898742385208607
8,0.0028271691408008337,0.013788603246212006
9,0.00279738730750978,0.013360158540308475
10,0.0027193708810955286,0.013674763962626457
11,0.002599154133349657,0.013907215557992458
