epoch,train_loss,val_loss
0,0.05108893662691116,0.04108615219593048
1,0.057103823870420456,0.0350637249648571
2,0.05268070846796036,0.03521386906504631
3,0.04476340860128403,0.035511307418346405
4,0.044084250926971436,0.03591188043355942
5,0.04171869531273842,0.03545138239860535
6,0.047628432512283325,0.03425481170415878
7,0.04129887744784355,0.034070197492837906
8,0.0488719567656517,0.03371310979127884
9,0.036855462938547134,0.03449289873242378
10,0.040421467274427414,0.03338894993066788
11,0.037897318601608276,0.03186666965484619
12,0.04133913666009903,0.031938336789608
13,0.03194411098957062,0.032342784106731415
14,0.034057896584272385,0.03201962634921074
15,0.0374569334089756,0.03206757456064224
16,0.03815017268061638,0.032021503895521164
17,0.03391362354159355,0.0321684405207634
18,0.034846577793359756,0.03223171457648277
19,0.0339033305644989,0.03183111548423767
20,0.03001641295850277,0.03162873536348343
21,0.031267233192920685,0.03180273249745369
22,0.02916540578007698,0.031618691980838776
23,0.02637476846575737,0.03122936561703682
24,0.027438586577773094,0.031178677454590797
25,0.026073377579450607,0.031420934945344925
26,0.03765792399644852,0.0313274972140789
27,0.026070892810821533,0.03149987384676933
28,0.025091160088777542,0.03172501176595688
29,0.025818267837166786,0.03187994286417961
30,0.030744487419724464,0.031827665865421295
31,0.02743365243077278,0.03180909901857376
32,0.02418467216193676,0.03189792484045029
33,0.031383804976940155,0.0321948304772377
34,0.024482782930135727,0.03245123475790024
