epoch,train_loss,val_loss
0,0.04432954639196396,0.03919646516442299
1,0.026600519195199013,0.03562651574611664
2,0.02324022352695465,0.03827688843011856
3,0.015477512963116169,0.038592882454395294
4,0.01227149274200201,0.03792637586593628
5,0.014329617843031883,0.03765932470560074
6,0.011810132302343845,0.03912507742643356
7,0.009390180930495262,0.03966521471738815
8,0.01129238586872816,0.038459885865449905
9,0.007476041559129953,0.03763609007000923
10,0.007118046283721924,0.03799159452319145
11,0.006367726717144251,0.0387481264770031
