epoch,train_loss,val_loss
0,0.03080606460571289,0.03083561174571514
1,0.029160134494304657,0.02914445474743843
2,0.027606531977653503,0.027972877025604248
3,0.027513010427355766,0.028755677863955498
4,0.02695334143936634,0.027622321620583534
5,0.026584956794977188,0.028169548138976097
6,0.025673164054751396,0.02625526487827301
7,0.02465313859283924,0.023955820128321648
8,0.02263406477868557,0.026477543637156487
9,0.021239930763840675,0.024527722969651222
10,0.019620778039097786,0.022045493125915527
11,0.01860959455370903,0.023420456796884537
12,0.01746211014688015,0.023745441809296608
13,0.01604350283741951,0.019915416836738586
14,0.015197179280221462,0.021853404119610786
15,0.014255018904805183,0.02352370135486126
16,0.013694335706532001,0.021551279351115227
