epoch,train_loss,val_loss
0,0.03168894723057747,0.028748661279678345
1,0.02849733829498291,0.027411658316850662
2,0.027029795572161674,0.029174823313951492
3,0.024531615898013115,0.020569797605276108
4,0.021006181836128235,0.022164680063724518
5,0.018541300669312477,0.016543138772249222
6,0.016504228115081787,0.015211088582873344
7,0.01461012102663517,0.01459157932549715
8,0.01268737018108368,0.014570841565728188
9,0.011641652323305607,0.012684289366006851
10,0.010813218541443348,0.013049994595348835
11,0.009352979250252247,0.013026070781052113
12,0.00883939303457737,0.01299850270152092
13,0.008101353421807289,0.013032079674303532
14,0.007599090225994587,0.013903152197599411
15,0.007021696772426367,0.011969047598540783
16,0.006429353728890419,0.011840222403407097
17,0.006025476381182671,0.012344340793788433
18,0.005960715003311634,0.01285379659384489
19,0.005664458964020014,0.012098555453121662
20,0.005314072594046593,0.012097964994609356
21,0.005466928239911795,0.012315470725297928
22,0.00519467331469059,0.012125609442591667
23,0.004944441840052605,0.01315892394632101
24,0.004704544320702553,0.01209026575088501
25,0.004619520623236895,0.012358386069536209
26,0.00470781559124589,0.011800074949860573
27,0.004324124660342932,0.01252264529466629
28,0.004214264918118715,0.01265400368720293
29,0.0039663552306592464,0.012042381800711155
30,0.003944195806980133,0.012656819075345993
31,0.004063661675900221,0.01258642878383398
32,0.003866116516292095,0.011405191384255886
33,0.0037502702325582504,0.011659646406769753
34,0.0038916661869734526,0.011984729208052158
35,0.0041487980633974075,0.012224254198372364
36,0.0038151682820171118,0.011956955306231976
37,0.003947670105844736,0.012100858613848686
38,0.003569368738681078,0.01235155202448368
39,0.0037145977839827538,0.012105092406272888
40,0.003483603475615382,0.011959781870245934
41,0.0034396189730614424,0.011665703728795052
42,0.003551368834450841,0.013273664750158787
