epoch,train_loss,val_loss
0,0.02550007589161396,0.019668536260724068
1,0.01857045665383339,0.01809113286435604
2,0.01510636880993843,0.016017859801650047
3,0.012721475213766098,0.014155825600028038
4,0.01099555566906929,0.013351243920624256
5,0.009577448479831219,0.013382256031036377
6,0.008597614243626595,0.014268708415329456
7,0.007675811182707548,0.012317226268351078
8,0.00713313277810812,0.013036983087658882
9,0.006533689796924591,0.013720492832362652
10,0.00562516413629055,0.012753219343721867
11,0.005189876537770033,0.012997103855013847
12,0.004913149867206812,0.012757577002048492
13,0.004679318051785231,0.01288626343011856
14,0.004554063081741333,0.012615423649549484
15,0.00406139949336648,0.012219157069921494
16,0.0038783070631325245,0.012505968101322651
17,0.003886158810928464,0.012819532305002213
18,0.0036325822584331036,0.01350038405507803
19,0.0035190857015550137,0.012209276668727398
20,0.0038504493422806263,0.012458317913115025
21,0.003282101359218359,0.012955401092767715
22,0.00319790025241673,0.01349422987550497
23,0.003088823053985834,0.012385903857648373
24,0.0030498404521495104,0.012812321074306965
25,0.0029649059288203716,0.013757257722318172
26,0.002797018038108945,0.013776808977127075
27,0.002770218998193741,0.013798431493341923
28,0.0028189243748784065,0.012942459434270859
29,0.0026272619143128395,0.012483189813792706
