epoch,train_loss,val_loss
0,0.0518263578414917,0.028676802292466164
1,0.061362337321043015,0.029148578643798828
2,0.059960562735795975,0.024944651871919632
3,0.04923862963914871,0.025056833401322365
4,0.04572568088769913,0.02545124851167202
5,0.049818430095911026,0.026677679270505905
6,0.04260792210698128,0.0273234061896801
7,0.03616560250520706,0.02773934043943882
8,0.047532640397548676,0.02837289497256279
9,0.035655099898576736,0.02786009944975376
10,0.034068357199430466,0.028705865144729614
11,0.04434030503034592,0.02978483960032463
12,0.03340147063136101,0.029925012961030006
